Global Company Key,Data Date,Data Year - Fiscal,Ticker Symbol,Company Name,Current Assets - Total,Accounts Payable - Trade,Assets - Total,Cash,Cost of Goods Sold,Common Shares Outstanding,Long-Term Debt - Total,Depreciation and Amortization,Dividends - Total,Inventories - Total,Current Liabilities - Total,Liabilities - Total,Net Income (Loss),"Property, Plant and Equipment - Total (Net)",Retained Earnings,Receivables - Total,Sales/Turnover (Net),Stockholders Equity - Parent,Interest and Related Expense - Total,"Selling, General and Administrative Expense",Price Close - Annual - Fiscal,Standard Industry Classification Code
25180,20181231,2018,AGCO,AGCO CORP,3537.4,865.9,7626.4,326.1,7130.1,76.537,1275.3,289.9,47.1,1908.7,2766.7,4632.9,285.5,1373.1,2921.9,880.3,9352,2932.9,36.7,1431,55.67,3523
25318,20181231,2018,USPH,U S PHYSICAL THERAPY INC,79.214,2.019,443.166,23.368,337.899,12.684,38.402,9.755,11.664,0,41.946,92.348,34.873,20.169,167.396,53.693,453.911,215.945,2.042,45.943,102.35,8000
25424,20181231,2018,TWNK,HOSTESS BRANDS INC,299.442,65.288,3010.713,146.377,556.356,100.046,976.736,41.411,0,38.58,141.103,1460.456,62.895,220.349,273.888,105.679,850.389,1199.803,39.404,115.562,10.94,2050
25434,20180930,2018,SBUX,STARBUCKS CORP,12494.2,1179.3,24156.4,8756.3,17843.6,1309.1,9090.2,1247,1760.5,1400.5,5684.2,22980.6,4518.3,5929.1,1127.1,1648.5,24719.5,1169.5,170.3,1755.4,56.84,5812
25737,20181231,2018,CAKE,CHEESECAKE FACTORY INC,195.23,49.071,1314.133,26.578,1933.839,44.83,123.095,93.876,56.647,38.886,416.5,743.074,99.035,913.275,1383.556,112.509,2332.331,571.059,7.1,183.568,43.51,5812
25740,20181231,2018,BHTG,BIOHITECH GLOBAL INC,7.575,1.311,55.316,2.411,1.287,14.803,35.976,0.468,0.491,0.5,7.21,44.491,-14.67,34.902,-44.589,0.403,3.36,4.222,9.008,6.642,1.62,3590
25753,20181231,2018,CCU,COMPANIA CERVECERIAS UNIDAS,1356.057,372.151,3467.02,459.722,1104.973,184.751,328.605,134.364,222.993,340.888,930.534,1465.207,442.251,1471.717,1033.872,492.093,2598.099,1844.752,34.831,984.257,25.13,2082
25756,20190131,2018,PSTG,PURE STORAGE INC,1701.827,103.462,1973.025,447.99,388.115,243.524,449.828,70.878,0,44.687,509.816,1235.245,-178.362,125.353,-1082.287,378.729,1359.824,737.78,21.615,1070.088,17.91,3572
25773,20180630,2018,CREAF,CREATIVE TECHNOLOGY LTD,137.791,5.816,146.295,114.817,47.37,70.332,0,0.195,0,16.582,22.829,33.255,40.42,0.748,-200.044,5.485,66.071,112.726,0,43.558,4.83,3577
25898,20181231,2018,SGRY,SURGERY PARTNERS INC,588.322,83.292,4676.267,184.308,1361.431,48.869,2420.709,67.44,32.426,43.363,349.299,2891.384,-205.706,426.286,-269.468,307.642,1771.456,763.986,147.003,92.048,9.79,8090
25922,20181231,2018,KAI,KADANT INC,252.761,35.72,725.749,45.83,331.937,11.11,174.153,23.568,9.772,86.373,128.989,351.178,60.413,80.157,354.202,108.365,633.786,372.968,7.032,186.645,81.46,3550
26126,20181231,2018,ARA,AMERICAN RENAL ASSOCS HLDGS,194.863,59.082,985.843,55.2,570.009,32.604,517.511,39.802,0,11.433,197.64,746.833,-28.767,180.268,-164.881,110.148,805.776,-58.97,32.632,101.101,11.52,8090
26156,20181031,2018,HPE,HEWLETT PACKARD ENTERPRISE,17272,6092,55493,4880,19278,1423,10136,2576,733,2447,17198,34219,1908,6138,-9117,8611,30852,21239,353,6514,15.25,3571
26157,20181231,2018,QHC,QUORUM HEALTH CORP,490.988,143.917,1574.094,3.203,1689.501,31.521,1191.777,67.994,0,45.646,321.734,1646.746,-200.248,559.438,-647.705,407.663,1878.589,-90.393,128.13,77.874,2.89,8062
26415,20180630,2018,DTSS,DATASEA INC,1.235,0.014,1.377,1.031,1.64,19.171,0,0.033,0,0.076,0.191,0.191,-1.604,0.055,-3.954,0,0.011,1.186,0,,17.96,3576
26495,20181231,2018,WBT,WELBILT INC,440.5,151,2075,70.4,1001,140.253,1321.8,55,0,190.6,378.7,1888.6,78.2,119,226.8,128.1,1590.1,186.4,94.5,303.5,11.11,3580
27154,20180630,2018,AGHC,AEON GLOBAL HEALTH CORP,3.738,1.437,10.975,0.723,3.802,7.249,0,0.802,0.34,0.453,10.352,10.486,-8,1.421,-44.689,2.508,16.301,0.489,0.14,12.477,0.95,8071
27189,20181231,2018,LMCA.CM,LIBERTY MEDIA CORP -CONSOL,1082,1116,40828,358,3882,607.746,13371,905,0,0,3244,19130,531,2469,13606,364,8040,16595,618,1673,,4832
27246,20180731,2018,HMMR,HAMMER FIBER OPTICS HLDGS CP,0.032,0.256,4.656,0.003,0.018,52.946,0,1.042,0,0,4.169,4.169,-5.515,4.594,-14.191,0.02,0.456,0.487,0.362,4.816,0.71,4899
27574,20181231,2018,TPIC,TPI COMPOSITES INC,414.197,199.078,604.855,85.346,930.354,34.678,110.565,26.429,0,5.735,270.044,383.898,5.279,159.423,-89.373,304.683,1029.624,220.957,10.417,43.542,24.58,3510
27576,20180831,2018,SMPL,SIMPLY GOOD FOODS COMPANY,185.74,11.158,974.605,111.971,223.873,70.606,190.935,7.672,0,30.001,30.583,302.004,70.455,2.565,57.496,36.622,431.429,672.601,12.551,135.11,18,2060
27790,20181231,2018,SGA,SAGA COMMUNICATIONS  -CL A,68.595,2.613,248.477,44.729,98.3,5.952,15,6.786,8.609,0,23.165,63.478,13.69,59.103,156.689,19.984,124.829,184.999,0.946,,33.23,4832
27960,20181231,2018,ALG,ALAMO GROUP INC,452.843,54.083,721.633,34.043,729.593,11.62,85.179,23.114,5.124,176.63,100.852,214.262,73.486,131.208,398.209,236.843,1008.822,507.371,5.493,155.027,77.32,3523
28012,20181231,2018,FLGT,FULGENT GENETICS INC,39.543,1.313,53.904,6.736,8.534,18.172,0,2.163,0,0,2.738,2.752,-5.607,6.446,-63.053,6.238,21.351,51.152,,15.724,3.17,8071
28295,20181231,2018,TWI,TITAN INTERNATIONAL INC,779.481,212.129,1251.256,81.685,1347.942,59.917,409.572,56.2,1.201,395.735,375.068,861.346,16.087,384.872,-232.619,252.983,1602.408,279.048,30.456,156.022,4.66,3523
28394,20181231,2018,COFE,COFFEESMITHS COLLECTIV (THE),4.079,2.074,22.047,2.541,6.795,162.005,1.515,0.543,0,0.392,4.823,6.625,-2.678,5.37,-5.706,0.6,10.05,-3.114,0.082,5.298,0.88,5812
28397,20181231,2018,PZZA,PAPA JOHNS INTERNATIONAL INC,171.708,29.891,570.947,19.468,1304.896,31.372,601.126,45.2,28.944,27.203,164.636,867.617,1.646,226.894,240.918,89.425,1573.316,-317.359,24.746,173.077,39.81,5812
28499,20181231,2018,YUMC,YUM CHINA HOLDINGS INC,1952,619,4610,1266,6684,379,25,445,161,307,1253,1633,708,1615,927,149,8415,2873,,485,33.53,5812
28790,20190531,2018,LW,LAMB WESTON HOLDINGS INC,961.5,289.2,3048.1,12.2,2595.3,146.069,2280.2,157.7,114.6,498.3,552.8,3052.7,478.6,1597.8,778.3,340.1,3756.5,-4.6,114.7,339.1,59.25,2030
28819,20181231,2018,FTEK,FUEL TECH INC,40.717,9.499,51.719,12.039,35.624,24.171,0,0.847,0,0.957,17.161,17.667,-0.028,5.976,-103.704,18.517,56.535,34.052,0,19.637,1.19,3569
28844,20181231,2018,KOF,COCA-COLA FEMSA SAB DE CV,2925.586,1305.293,13423.751,1207.434,4515.091,210.083,3572.43,492.551,358.154,511.481,2316.653,6719.178,766.891,3152.142,3934.91,1062.809,9279.129,6358.225,374.845,2957.951,60.84,2086
28877,20181231,2018,KDP,KEURIG DR PEPPER INC,2159,2300,48918,83,3304,1405.945,14506,354,441,669,5702,26385,586,2310,1048,1223,7446,22533,452,2064,25.64,2090
29191,20181231,2018,ICHR,ICHOR HOLDINGS LTD,211.575,64.3,485.489,43.834,674.94,22.235,192.117,23.064,0,121.106,87.754,287.163,57.883,41.74,59.945,40.287,823.611,198.326,9.987,52.176,16.3,3559
29194,20181231,2018,TEO,TELECOM ARGENTINA,889.416,607.003,9873.38,183.025,2541.451,430.738,1437.483,877.039,390.725,72.695,1419.502,3793.439,140.609,3996.65,1461.44,534.149,4463.31,5994.232,136.492,426.634,15.56,4812
29241,20180630,2018,VIAV,VIAVI SOLUTIONS INC,1152.6,55.5,2022.6,611.4,310.8,226.7,584.7,84.7,0,92.3,561.2,1301.9,-46,170.5,-69495.7,217.5,880.4,720.7,47.3,438.1,10.24,3576
29375,20181231,2018,CASA,CASA SYSTEMS INC,417.511,17.776,474.649,280.587,69.707,82.961,293.28,9.454,0,50.997,89.111,399.793,73.006,29.879,-82.166,81.782,297.127,74.856,19.763,139,13.13,3576
29517,20181231,2018,MED,MEDIFAST INC,145.519,19.017,169.429,81.364,117.504,11.868,0,3.6,26.189,38.888,60.323,60.323,55.789,19.747,131.171,1.011,501.003,109.106,,310.836,125.02,2090
29609,20180630,2018,HAIN,HAIN CELESTIAL GROUP INC,1051.587,229.993,2946.674,106.557,1882.156,103.952,687.501,51.987,0,391.525,422.445,1209.625,9.694,310.172,694.276,252.708,2457.769,1737.049,24.339,335.316,29.8,2000
29850,20181231,2018,TV,GRUPO TELEVISA SAB,3666.67,1121.053,15122.595,1631.91,2223.43,578.34,6459.705,1031.965,54.393,52.233,2469.697,9803.174,305.811,4444.739,4220.619,1442.527,5154.116,4555.391,493.992,947.601,12.58,4888
29894,20181231,2018,NNBR,NN INC,296.871,65.694,1501.57,17.988,588.205,42.104,811.471,71.128,8.803,122.615,145.03,1083.275,-264.467,361.028,-93.671,134.367,770.657,418.295,62.446,93.583,6.71,3562
30010,20181231,2018,FRHHF,FRESHII INC,29.668,1.049,41.274,26.65,6.085,30.978,0,1.045,0,0.028,5.216,10.382,-0.197,2.334,-21.227,2.037,21.65,30.875,0,13.551,,5812
30024,20181231,2018,TIGO,MILLICOM INTL CELLULAR SA,1532,617,10316,529,1146,100.826,4122,829,266,39,2684,7526,-10,3041,1988,522,4074,2542,367,1633,63.66,4812
30030,20181231,2018,SILC,SILICOM LTD,104.081,15.389,182.301,26.808,85.191,7.559,0,3.293,0,42.369,21.54,24.152,14.637,3.67,103.544,27.16,133.753,158.149,0.093,25.392,34.94,3576
30098,20181231,2018,IR,INGERSOLL RAND INC,1331.2,340,4487.1,221.2,1632.5,198.17,1664.2,180.4,0,523.9,596.4,2811.1,269.4,356.6,-555.7,545,2689.8,1676,99.6,415.8,20.45,3560
30175,20181231,2018,DVCR,DIVERSICARE HEALTHCARE SVCS,80.537,15.659,159.244,2.685,507.759,6.519,60.984,11.201,1.055,0,70.345,160.442,-7.396,53.099,-22.179,73.038,563.462,-1.198,6.653,43.258,2.37,8051
30436,20181231,2018,AKO.B,EMBOTELLADORA ANDINA SA,694,343.133,3191.256,198.203,1251.253,157.762,1032.619,143.743,123.176,218.062,605.051,1946.583,139.212,1024.271,825.842,255.705,2410.789,1215.994,79.28,691.019,22.82,2086
30612,20181231,2018,AMED,AMEDISYS INC,224.118,28.531,717.118,20.229,992.863,31.974,5.775,13.261,0,0,222.476,234.485,119.346,29.449,119.565,192.472,1664.265,481.582,7.37,494.941,117.11,8082
30651,20181231,2018,DAR,DARLING INGREDIENTS INC,897.942,219.479,4889.354,107.262,2647.083,164.661,1666.94,321.192,0,341.028,540.498,2553.533,101.496,1687.858,782.966,392.199,3387.726,2273.048,86.429,309.264,19.24,2070
30662,20181231,2018,SIRI,SIRIUS XM HOLDINGS INC,478.233,735.079,8172.736,54.431,2239.462,4345.606,6884.536,300.72,201.434,22.198,2802.678,9989.657,1175.893,1512.865,-2063.502,232.986,5770.692,-1816.921,361.937,1434.418,5.71,4832
30666,20181231,2018,WVVI,WILLAMETTE VALLEY VINEYARDS,28.634,1.864,61.483,9.737,6.605,4.965,6.252,1.693,1.019,16.247,5.395,13.923,2.859,32.814,20.729,2.43,23.08,47.56,0.458,10.599,6.89,2084
30778,20181231,2018,CETV,CENTRAL EUROPEAN MEDIA,374.093,77.243,1488.361,62.031,366.17,252.854,782.685,41.935,4.777,0,139.692,989.67,138.055,117.604,-1794.726,195.075,703.906,498.39,50.821,118.214,2.78,4833
30847,20181231,2018,SSYS,STRATASYS LTD,684.171,45.855,1388.254,393.167,276.752,53.881,22,61.25,0,123.524,175.781,245.287,-10.964,188.15,-1539.079,140.804,663.237,1142.115,,340.268,18.01,3577
31005,20181231,2018,NCSM,NCS MULTISTAGE HLDG INC,114.59,7.167,229.701,25.131,108.306,45.072,23.455,17.837,0,32.753,25.625,53.47,-190.317,32.296,-250.236,54.669,226.963,161.301,1.963,82.813,5.09,3533
31154,20190430,2018,RGUS,REGI U S INC,0.042,0.143,0.063,0.019,1.143,108.911,0.431,0.007,0,0,2.267,2.698,-2.26,0.021,-26.781,0.015,0.06,-2.69,0.841,,0.0779,3510
31205,20181231,2018,FMX,FOMENTO ECONOMICO MEXICANO,9038.172,3341.803,29331.222,3157.485,14222.192,216.118,5851.68,845.311,469.193,1816.011,5163.361,12255.96,1220.818,5526.604,11544.333,2290.496,23904.614,13081.067,346.45,6653.43,86.05,2086
31370,20180831,2018,NVOS,NOVO INTEGRATED SCIENCES INC,2.569,1.308,4.743,0.676,5.399,207.882,1.224,0.073,0,0,3.346,4.57,-2.108,0.4,-10.061,1.731,8.894,0.201,0.564,4.992,1,8060
31424,20181231,2018,CYD,CHINA YUCHAI INTERNATIONAL,2387.509,722.394,3148.951,808.378,1852.069,40.858,2.197,62.956,86.867,366.084,1389.863,1528.157,101.088,546.181,913.661,1114.725,2364.588,1220.711,16.442,291.106,12.44,3510
31466,20181231,2018,WOW,WIDEOPENWEST INC,112.4,42,2419.6,13.2,619,82.68,2271.4,186.3,0,0,224.1,2709.9,-90.6,1053.4,-525.8,83.8,1153.8,-290.3,132.5,154.1,7.13,4813
31477,20180930,2018,BRKS,BROOKS AUTOMATION INC,564.056,55.873,1095.257,197.708,366.197,70.702,194.071,36.686,28.285,96.986,164.617,377.425,116.575,59.988,-980.487,125.192,631.56,717.832,9.52,180.246,35.03,3559
31653,20181231,2018,ARHH,ASSURE HOLDINGS CORP,26.057,3.016,28.993,0.831,3.551,35.562,0.381,0.407,0,0,3.763,21.123,4.32,0.68,0.632,25.141,14.812,7.87,,6.119,,8090
31772,20181231,2018,NEWA,NEWATER TECHNOLOGY INC,39.536,8.742,61.752,2.462,25.585,10.809,4.45,0.558,0,13.763,30.258,34.708,7.211,18.753,11.974,12.408,47.041,27.044,0.87,12.026,5.6,3560
31846,20190531,2018,DRI,DARDEN RESTAURANTS INC,892.6,332.6,5892.8,457.3,6658.4,123.08,1096.2,339.7,373.5,207.3,1474.1,3500.2,713.4,2552.6,708.4,88.3,8510.4,2392.6,56.2,680.3,116.32,5812
32315,20181231,2018,PETZ,TDH HOLDINGS INC,7.803,6.345,17.429,0.893,27.331,10.517,0.217,0.395,0,3.019,19.144,19.366,-14.219,8.41,-12.946,1.326,23.674,-1.936,0.233,8.391,0.5504,2040
32592,20181231,2018,FAT,FAT BRANDS INC,3.539,4.415,57.96,0.653,14.131,11.547,14.191,0.358,3.914,0,27.606,52.221,-1.798,,-5.018,1.844,18.367,5.739,5.939,,4.7,5812
32610,20180930,2018,AQUA,EVOQUA WATER TECH,565.56,141.14,1663.617,82.365,833.451,113.929,947.966,85.86,0,134.988,284.719,1301.601,6.135,320.023,-172.888,324.353,1339.541,358.855,48.528,314.05,17.78,3580
32638,20181231,2018,ACMR,ACM RESEARCH INC,96.028,16.673,103.047,27.124,39.777,16.009,0,0.417,0,38.764,46.14,50.723,6.574,3.708,-4.244,28.155,74.643,52.324,0.498,27.978,10.88,3559
32809,20181231,2018,AMEH,APOLLO MEDICAL HOLDING INC,172.863,4.482,512.999,106.892,361.132,34.578,13.517,19.303,0,0,72.02,106.338,10.835,12.721,17.788,56.456,519.908,180.546,0.561,46.442,19.85,8090
32843,20181231,2018,CAAP,CORPORACION AMER ARPRT,532.742,114.641,3845.278,244.865,804.822,160.022,1027.751,175.829,,9.769,450.551,2622.581,7.125,74.299,427.736,185.064,1426.145,768.244,96.3,163.628,6.63,4581
32851,20181231,2018,OSS,ONE STOP SYSTEMS INC,20.303,3.71,36.057,2.272,24.644,14.216,0.265,1.048,0,6.824,9.22,9.485,-1.136,1.759,-0.854,10.54,37.027,26.571,0.066,12.493,1.94,3571
32852,20181231,2018,AKMNF,AKUMIN INC,50.186,14.896,240.778,19.326,106.067,62.371,113.789,9.852,0,0,20.584,134.373,5,55.568,-24.897,29.811,154.782,103.938,5.979,20.07,3.1515,8071
32860,20181231,2018,VMD,VIEMED HEALTHCARE,22.963,5.884,53.525,10.413,13.494,37.501,0.394,3.783,0,2.887,16.981,18.492,10.177,30.562,29.572,8.839,65.271,35.033,0.181,37.144,3.8,8090
32886,20181231,2018,GTES,GATES INDUSTRIAL CORP PLC,1814.6,424,6722.6,423.4,1798.5,289.848,2955.1,218.5,0,537.6,679,4388.9,245.3,756.3,-472.4,749.5,3347.6,1947.4,160.5,805.8,13.24,3560
32938,20181231,2018,WHD,CACTUS INC,274.505,42.047,584.744,70.841,296.19,37.654,8.741,30.153,26,99.837,74.624,222.416,65.331,142.054,50.863,92.269,544.135,177.658,3.723,40.091,27.41,3533
33081,20181231,2018,TMSR,TMSR HOLDING CO LTD,9.66,1.449,32.853,0.727,17.998,19.896,0.145,0.672,0,1.965,13.344,13.489,1.45,5.761,14.547,4.75,23.191,19.364,0.182,3.003,1.53,3559
33134,20181231,2018,WCVC,WEST COAST VENTURES GROUP CO,0.095,0.06,0.46,0.01,2.923,33.907,0,0.119,0,0.02,2.831,2.831,-1.757,0.234,-3.663,0.032,3.055,-2.371,0.802,0.929,0.0608,5812
33326,20181231,2018,APY,APERGY CORP,530.31,131.058,1971.756,41.832,671.193,77.353,666.108,124.461,0,218.319,201.995,990.229,94.041,244.328,12.923,254.519,1216.646,979.069,27.44,247.037,27.08,3533
33382,20181231,2018,SURG,SURGE HOLDINGS INC,3.06,3.253,4.084,0.445,8.57,88.046,0.68,0.15,0,0,4.792,6.072,-1.541,0.031,-2.424,1.248,15.244,-1.988,0.14,8.06,0.38,4812
33962,20180930,2018,MESA,MESA AIR GROUP,197.917,54.307,1472.388,103.311,475.16,23.903,760.177,65.031,0,15.658,251.381,1097.921,33.255,1253.427,,14.29,681.595,374.467,56.867,42.563,13.86,4512
34038,20180630,2018,PLIN,CHINA XIANGTAI FOOD CO LTD,29.045,2.941,33.73,0.308,90.911,20,0.982,0.542,0,0.003,16.914,17.896,3.768,3.962,9.178,26.902,101.103,15.834,1.282,2.608,,2011
34163,20181231,2018,IMAC,IMAC HOLDINGS INC,0.668,1.262,11.075,0.194,5.679,6.583,0.401,0.651,0,0,13.831,15.007,-3.054,3.334,-3.545,0.304,6.701,-2.306,0.154,2.296,,8093
34242,20181231,2018,GBOKF,GREENBROOK TMS INC,18.151,1.865,19.062,9.381,18.369,47.524,0.183,0.077,0,0,4.238,4.421,-4.958,0.911,-14.531,7.132,21.259,14.097,0.082,6.63,,8093
34447,20181231,2018,BYND,BEYOND MEAT INC,102.826,17.247,133.749,54.271,66.66,6.951,30.464,4.921,0,30.257,25.167,55.959,-29.886,30.527,-129.672,12.626,87.934,77.79,1.128,42.827,,2030
34636,20180630,2018,FOXA,FOX CORP,5580,0,13121,2500,6505,,0,171,0,0,1759,3252,2187,1169,,1833,10153,9594,43,1209,,4833
35423,20180831,2018,KRUS,KURA SUSHI USA INC,7.282,1.959,32.069,5.711,42.005,5,3.443,1.675,0,0.384,4.802,10.564,1.742,23.195,1.275,0.525,51.744,21.505,0.128,5.965,,5812
35583,20190228,2018,MDIA,MEDIACO HOLDING INC,9.786,0.809,83.128,0,33.83,,0,1.318,0,0,3.871,5.65,5.369,2.421,,7.886,43.091,77.478,0,,,4832
35642,20181231,2018,PNTG,PENNANT GROUP INC (THE),29.123,4.39,98.151,0.041,243.62,,0,2.964,0,0,29.547,32.863,15.684,10.458,,24.469,286.058,55.856,0,18.087,,8050
35684,20180930,2018,BRBR,BELLRING BRANDS INC,163.7,57.9,560.4,10.9,546.7,,0,25.9,0,61.6,94.3,108.7,96.1,11.9,,87.2,827.5,451.7,0,135.1,,2000
35708,20181231,2018,PGNY,PROGYNY INC,24.537,15.578,41.324,0.127,84.083,4.566,0,1.883,0,0,30.202,30.202,0.661,0.776,-104.854,23.325,105.4,11.122,0.409,22.886,,8090
35730,20181231,2018,AIH,AESTHETIC MD INT -ADS,41.142,2.087,98.365,14.814,33.276,13.933,109.384,4.318,0,3.074,24.905,134.62,-37.11,34.171,,14.191,110.69,-40.479,1.344,65.284,,8090
35967,20181231,2018,GRIL,MUSCLE MAKER INC,0.638,0.841,4.487,0.358,4.727,1.49,2.729,0.201,0,0.045,4.556,7.33,-7.202,0.637,-23.834,0.219,6.023,-2.843,3.259,4.68,,5812
36025,20181231,2018,ONEM,1LIFE HEALTHCARE INC,256.34,5.316,326.319,36.692,136.18,18.135,3.198,9.947,0,3.851,53.539,72.071,-44.415,42.753,-228.463,15.971,212.678,250.072,0.804,111.597,,8011
36090,20181231,2018,3892B,SHE BEVERAGE CO INC -REDH,0.514,0.033,7.217,0.335,0.811,14.443,0.036,0.346,,0.122,0.045,0.081,-9.439,2.238,-14.021,0.025,1.729,7.136,0.014,9.997,,2080
36190,20181231,2018,OTIS.WI,OTIS WORLDWIDE CORP -SPN,5612,1351,9135,1329,8976,,0,190,0,1294,5303,6920,1049,678,,2720,12915,1569,37,1868,,3530
36191,20181231,2018,CARR.WI,CARRIER GLOBAL CORP -SPN,6109,1944,21737,1129,12952,,0,357,0,1363,4466,7468,2734,1653,,3239,18914,13917,84,3045,,3585
60800,20181231,2018,SBGI,SINCLAIR BROADCAST GP  -CL A,1783.906,107.938,6572.092,1060.33,1291.915,94.569,3849.891,280.088,74.566,0,572.585,4971.772,341.241,683.134,516.836,598.597,3055.081,1638.836,213.476,842.18,26.34,4833
60900,20181231,2018,DISH,DISH NETWORK CORP,3289.205,233.753,30587.012,887.346,9257.05,467.884,13810.784,721.723,0,290.733,4776.132,21532.755,1575.091,1928.18,5211.916,639.855,13621.302,8595.688,1027.183,1494.908,24.97,4841
60902,20181231,2018,HA,HAWAIIAN HOLDINGS INC,705.167,143.146,3196.646,268.577,2066.333,48.54,608.684,139.866,24.171,33.942,1006.133,2248.652,233.2,2185.111,819.061,111.834,2837.411,947.994,33.001,281.522,26.41,4512
60923,20190131,2018,PLAY,DAVE & BUSTER'S ENTMT INC,91.093,60.427,1273.187,21.585,904.699,37.522,378.469,118.534,11.57,27.315,244.39,885.35,117.221,805.337,353.279,12.622,1265.301,387.837,14.258,84.684,51.45,5810
61155,20181231,2018,AAWW,ATLAS AIR WORLDWIDE HLDG INC,629.831,87.229,5534.792,221.501,1981.744,25.59,2205.005,205.4,0,49.4,817.733,3466.828,270.567,4462.235,1536.124,269.32,2677.724,2067.964,119.378,195.553,42.19,4522
61192,20181231,2018,BREW,CRAFT BREW ALLIANCE INC,51.535,17.552,236.047,0.7,127.251,19.383,46.573,10.612,0,17.216,37.862,99.612,4.142,113.189,-7.675,30.535,206.186,136.435,0.614,62.346,14.31,2082
61214,20181231,2018,ASML,ASML HOLDING NV,12057.374,1103.681,23054.688,3573.34,6441.192,421.098,3572.309,479.827,683.618,3937.875,4341.337,9726.935,2967.117,1977.353,10856.95,2657.536,12529.759,13327.753,47.857,2213.774,155.62,3559
61325,20181231,2018,MD,MEDNAX INC,657.409,31.059,5934.911,36.745,2657.616,87.82,1974.28,111.281,0,0,500.193,2847.027,268.629,133.037,2094.359,542.272,3647.123,3087.884,88.769,432.378,33,8011
61418,20180930,2018,RICK,RCI HOSPITALITY HLDGS INC,36.802,2.825,330.566,17.726,67.456,9.719,121.58,7.722,1.168,2.353,33.845,176.4,21.713,172.403,89.96,7.32,165.748,154.269,9.446,53.824,29.61,5810
61440,20181231,2018,KKPNY,KONINKLIJKE KPN NV,2357.344,656.026,13941.418,680.069,3856.016,4202.844,7998.254,1579.959,605.651,66.404,2630.975,11714.592,309.122,6459.512,-7539.151,870.122,6456.078,2226.826,365.222,,2.927,4813
61483,20181231,2018,DVA,DAVITA INC,8424.159,463.27,19110.252,323.038,8195.513,166.387,8172.847,591.035,0,107.381,4891.161,14077.213,159.394,3393.669,2708.27,2397.018,11404.851,3703.442,513.413,1092.357,51.46,8090
61490,20181231,2018,OPK,OPKO HEALTH INC,317.731,47.395,2451.072,96.473,575.236,586.332,172.771,97.333,0,42.299,288.321,659.781,-153.04,144.674,-1217.209,161.983,990.266,1791.291,11.89,474.332,3.01,8071
61548,20181231,2018,TLK,TELEKOMUNIKASI INDONESIA,2999.77,1023.726,14295.569,1209.045,4246.601,990.622,2339.749,1484.078,1151.502,49.71,3207.275,6162.952,1250.159,9931.385,6343.834,883.057,9067.255,6857.43,261.929,717.635,26.21,4812
61581,20181231,2018,SAM,BOSTON BEER INC  -CL A,231.571,47.102,639.851,108.399,431.606,11.499,,51.8,0,70.249,120.514,,92.663,389.789,54.491,41.966,995.649,460.317,,395.71,240.84,2082
61587,20181231,2018,IVAC,INTEVAC INC,95.633,6.053,122.07,18.715,57.745,22.7,0,4.614,0,30.597,30.008,32.446,3.581,11.198,-64.556,27.717,95.114,89.624,0,37.016,5.23,3559
61591,20190430,2018,NTAP,NETAPP INC,5610,542,8741,2325,2015,240,1144,196,403,131,3867,7651,1169,759,-43,1216,6146,1090,58,2752,72.85,3572
61814,20181231,2018,BESIY,BESI-BE SEMICONDUCTOR INDS,691.082,37.963,884.65,338.361,256.82,73.57,311.211,17.182,199.233,68.965,115.55,458.533,155.999,32.688,199.336,128.409,601.364,426.117,11.185,128.01,21.123,3559
62169,20190531,2018,LNDC,LANDEC CORP,133.041,53.973,519.091,1.08,461.956,29.103,90.725,14.6,0,54.132,137.091,248.947,0.411,200.027,109.774,72.565,557.559,270.144,5.93,72.752,9.92,2033
62213,20180630,2018,USAT,USA TECHNOLOGIES INC,113.282,30.468,231.995,83.964,92.207,59.999,1.127,7.829,0.668,8.038,84.909,86.169,-11.284,11.273,-232.748,20.351,132.508,145.826,3.05,34.647,14,3578
62221,20190331,2018,CMCO,COLUMBUS MCKINNON CORP,362.588,46.974,1061.571,71.093,551.751,23.391,235.32,32.675,4.903,146.263,211.278,630.412,42.577,87.303,153.407,129.157,876.282,431.159,17.144,192.081,34.35,3530
62292,20181231,2018,EVTN,ENVIRO TECHNOLOGIES INC,1.811,0.465,2.216,1.224,0.658,35.784,0.226,0.045,0,0.376,2.378,2.604,-0.497,0.395,-15.486,0.004,1.309,-0.388,0.024,1.079,0.035,3559
62396,20180731,2018,IDT,IDT CORP,328.881,45.124,399.597,68.089,1306.037,24.446,0,22.801,13.941,0,366.984,368.294,4.208,36.068,-178.075,71.015,1547.495,30.664,,203.251,5.25,4813
62549,20181231,2018,KVHI,KVH INDUSTRIES INC,77.74,17.726,187.652,18.05,89.758,17.744,21.334,12.857,0,22.942,56.01,88.137,-8.232,53.248,-30.128,33.229,170.761,99.515,1.793,75.115,10.29,4899
62655,20181231,2018,DFODQ,DEAN FOODS CO,912.28,434.827,2118.492,24.176,5967.005,91.439,905.17,153.456,25.143,255.484,700.835,1803.76,-326.9,1006.182,-359.584,593.483,7755.283,302.96,56.443,1662.002,3.81,2020
63520,20181231,2018,TACT,TRANSACT TECHNOLOGIES INC,27.037,3.483,34.956,4.691,26.846,7.418,0,0.998,2.667,12.835,6.632,7.389,5.426,2.272,27.433,8.025,54.587,27.567,0.027,19.984,8.98,3577
